ds,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex.1,moon_illumination,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2012-05-01,12,6,0.0,9.1,1,1,69,7,7,9,7,15,98,87,1.7,1017,12,7,133,9
2012-05-02,16,7,0.0,12.4,1,1,76,8,10,11,10,14,69,86,0.5,1019,16,7,99,9
2012-05-03,17,10,0.0,9.2,1,1,83,11,13,13,13,11,90,84,0.3,1017,17,9,120,7
2012-05-04,17,10,0.0,9.2,1,1,91,12,13,14,13,11,79,91,3.7,1012,17,5,152,7
2012-05-05,14,4,0.0,14.5,1,1,98,4,8,9,8,14,21,70,0.0,1020,14,10,32,9
2012-05-06,16,4,0.0,14.5,1,1,100,3,10,11,10,13,19,62,0.0,1021,16,10,72,8
2012-05-07,19,4,0.0,14.5,1,1,88,5,13,13,13,11,15,61,0.0,1018,19,10,116,7
2012-05-08,12,10,0.0,9.2,1,1,80,9,10,11,10,16,91,90,6.7,1009,12,5,144,10
2012-05-09,19,11,0.0,12.4,1,1,73,13,14,15,14,14,67,89,2.1,1004,19,6,222,9
2012-05-10,13,8,0.0,11.4,1,1,66,8,9,10,9,21,76,85,0.6,1000,13,7,265,14
2012-05-11,16,6,0.0,14.5,1,1,58,6,9,11,9,21,37,71,0.2,1011,16,9,284,14
2012-05-12,21,4,0.0,13.5,1,1,51,10,14,15,14,17,31,75,0.3,1018,21,8,245,10
2012-05-13,20,9,0.0,12.4,1,1,44,13,15,15,15,11,53,85,3.1,1020,20,6,253,7
2012-05-14,22,9,0.0,14.5,1,1,37,14,17,18,17,13,10,81,2.2,1018,22,10,171,7
2012-05-15,21,14,0.0,11.4,1,1,29,15,17,17,17,18,63,90,2.4,1015,21,9,164,11
2012-05-16,23,12,0.0,13.5,1,1,22,14,16,17,16,20,61,88,2.2,1009,23,6,209,12
2012-05-17,15,5,0.0,14.5,1,1,15,6,9,11,9,21,19,75,0.0,1018,15,10,272,14
2012-05-18,18,6,0.0,14.5,1,1,8,9,12,13,12,14,13,83,0.0,1022,18,8,255,9
2012-05-19,24,9,0.0,14.5,1,1,0,13,17,18,17,12,20,77,0.0,1021,24,10,232,7
2012-05-20,29,13,0.0,14.5,1,1,0,17,23,24,23,14,3,74,0.0,1022,29,10,209,8
2012-05-21,26,15,0.0,14.5,1,1,0,16,21,22,21,24,8,72,0.0,1019,26,10,169,14
2012-05-22,20,15,0.0,9.4,1,1,7,17,17,17,17,14,84,95,7.8,1012,20,6,118,9
2012-05-23,21,12,0.0,13.5,1,1,14,13,17,18,17,13,36,80,0.2,1015,21,8,80,8
2012-05-24,27,13,0.0,14.5,1,1,21,17,21,22,21,16,10,82,0.0,1018,27,10,157,9
2012-05-25,26,17,0.0,14.5,1,1,29,19,21,22,21,28,32,86,5.2,1016,26,10,184,17
2012-05-26,23,14,0.0,14.5,1,1,36,15,19,20,19,17,12,78,0.4,1019,23,9,226,9
2012-05-27,20,11,0.0,13.5,1,1,43,11,16,16,16,10,43,71,0.0,1021,20,10,111,6
2012-05-28,18,12,0.0,14.5,1,1,50,12,14,15,14,21,40,82,0.4,1014,18,10,48,14
2012-05-29,27,12,0.0,12.5,1,1,58,18,19,21,19,15,64,91,12.7,1004,27,8,158,9
2012-05-30,22,14,0.0,14.5,1,1,65,15,18,19,18,21,18,83,0.1,1005,22,10,257,13
2012-05-31,18,11,0.0,13.5,1,1,69,11,15,15,15,15,30,80,0.9,1011,18,10,240,10
2012-06-01,18,7,0.0,11.5,1,1,83,9,13,14,13,16,68,71,0.0,1016,18,10,70,9
2012-06-02,15,11,0.0,9.6,1,1,90,11,11,13,11,23,96,92,10.8,1009,15,8,111,13
2012-06-03,19,10,0.0,13.5,1,1,98,12,13,14,13,19,63,88,1.1,1007,19,7,81,12
2012-06-04,15,9,0.0,12.5,1,1,100,10,10,11,10,22,65,91,2.0,1010,15,7,45,14
2012-06-05,20,8,0.0,14.5,1,1,87,11,14,14,14,16,41,81,0.0,1013,20,8,34,10
2012-06-06,20,9,0.0,14.5,1,1,80,12,14,15,14,12,33,83,0.5,1014,20,9,54,7
2012-06-07,21,8,0.0,14.5,1,1,72,12,16,17,16,9,38,81,0.0,1013,21,8,149,5
2012-06-08,21,12,0.0,12.5,1,1,65,15,16,17,16,21,44,92,7.6,1008,21,7,256,13
2012-06-09,21,10,0.0,14.5,1,1,57,13,17,18,17,12,7,80,0.0,1011,21,9,245,7
2012-06-10,25,9,0.0,14.5,1,1,50,15,19,20,19,9,17,78,0.0,1018,25,10,164,5
2012-06-11,28,14,0.0,14.5,1,1,42,19,22,24,22,16,17,83,0.0,1018,28,10,146,9
2012-06-12,25,17,0.0,12.5,1,1,34,18,20,21,20,21,55,89,2.7,1012,25,7,169,13
2012-06-13,21,12,0.0,14.5,1,1,27,15,18,18,18,20,35,83,0.0,1015,21,10,241,13
2012-06-14,21,8,0.0,14.5,1,1,19,10,16,17,16,13,0,69,0.0,1026,21,10,51,8
2012-06-15,22,9,0.0,13.5,1,1,12,14,17,18,17,16,17,81,0.0,1026,22,8,57,10
2012-06-16,25,10,0.0,14.5,1,1,4,16,19,19,19,10,23,82,0.0,1024,25,9,64,6
2012-06-17,25,14,0.0,13.5,1,1,0,18,20,22,20,18,43,84,0.6,1017,25,9,156,11
2012-06-18,25,15,0.0,14.5,1,1,0,17,20,21,20,20,24,84,0.0,1015,25,9,154,12
2012-06-19,26,15,0.0,11.6,1,1,0,20,22,23,22,19,60,89,0.0,1014,26,8,206,12
2012-06-20,29,22,0.0,12.6,1,1,3,24,29,29,25,18,52,91,8.0,1013,29,7,251,11
2012-06-21,30,21,0.0,13.5,1,1,11,23,29,29,26,20,42,89,1.0,1008,30,6,250,12
2012-06-22,26,19,0.0,13.5,1,1,18,20,24,24,23,21,31,85,0.2,1008,26,8,267,13
2012-06-23,25,15,0.0,14.5,1,1,26,15,20,20,20,13,10,78,0.0,1012,25,10,292,8
2012-06-24,26,10,0.0,13.5,1,1,33,16,19,20,19,14,28,81,0.4,1012,26,9,216,9
2012-06-25,20,11,0.0,11.6,1,1,41,14,16,16,16,18,76,91,4.4,1006,20,6,235,12
2012-06-26,19,11,0.0,9.6,1,1,48,13,14,14,14,19,98,93,6.6,1004,19,5,297,12
2012-06-27,19,13,0.0,11.6,1,1,56,15,16,16,16,25,78,94,5.5,1003,19,9,294,14
2012-06-28,24,13,0.0,14.5,1,1,63,17,19,21,19,16,34,86,0.3,1005,24,8,260,10
2012-06-29,27,17,0.0,12.5,1,1,71,19,22,23,22,26,32,85,0.3,1000,27,9,232,16
2012-06-30,26,17,0.0,13.5,1,1,78,19,21,22,21,26,31,86,1.5,1002,26,10,249,15
2012-07-01,24,16,0.0,14.5,1,1,83,18,20,21,20,13,34,87,5.3,1009,24,7,310,8
2012-07-02,25,14,0.0,14.5,1,1,90,17,20,20,20,18,25,86,2.1,1012,25,9,296,10
2012-07-03,25,13,0.0,13.5,1,1,97,17,20,21,20,8,42,82,1.7,1011,25,9,205,5
2012-07-04,26,17,0.0,11.6,1,1,100,20,22,23,22,18,66,90,1.0,1006,26,9,262,11
2012-07-05,21,13,0.0,14.5,1,1,88,17,18,19,18,14,27,91,0.0,1011,21,8,285,8
2012-07-06,26,16,0.0,14.5,1,1,81,20,21,23,21,15,25,93,0.5,1011,26,6,221,8
2012-07-07,22,18,0.0,14.5,1,1,73,18,20,21,20,23,35,88,1.9,1009,22,9,286,13
2012-07-08,22,14,0.0,14.5,1,1,66,14,18,18,18,20,16,80,0.0,1012,22,10,313,12
2012-07-09,22,10,0.0,14.5,1,1,59,12,17,18,17,17,8,74,0.0,1014,22,10,290,10
2012-07-10,24,12,0.0,14.5,1,1,52,15,18,19,18,18,12,80,0.1,1016,24,10,273,10
2012-07-11,25,7,0.0,14.5,1,1,44,14,19,19,19,10,14,72,0.0,1020,25,10,155,6
2012-07-12,27,15,0.0,14.5,1,1,37,19,22,23,22,18,3,84,0.0,1019,27,9,238,11
2012-07-13,29,17,0.0,14.5,1,1,30,20,25,25,23,17,11,84,0.0,1019,29,9,240,10
2012-07-14,30,18,0.0,14.5,1,1,23,22,27,27,25,17,8,86,0.3,1018,30,7,239,10
2012-07-15,30,19,0.0,12.5,1,1,15,22,26,26,24,14,48,88,0.5,1015,30,6,227,8
2012-07-16,27,18,0.0,12.5,1,1,8,21,25,25,23,9,61,86,3.1,1009,27,8,272,5
2012-07-17,28,18,0.0,9.5,1,1,1,21,22,24,22,18,66,92,9.2,1004,28,6,217,10
2012-07-18,23,14,0.0,14.5,1,1,0,15,19,20,19,18,9,80,0.0,1011,23,8,306,11
2012-07-19,21,9,0.0,14.5,1,1,0,12,17,17,17,11,16,76,0.0,1016,21,10,253,7
2012-07-20,23,9,0.0,14.5,1,1,6,15,18,19,18,8,0,79,0.0,1018,23,10,124,5
2012-07-21,25,8,0.0,14.5,1,1,14,16,20,21,20,8,5,78,0.0,1017,25,10,169,5
2012-07-22,27,17,0.0,14.5,1,1,21,20,24,24,22,18,21,85,1.1,1016,27,8,232,11
2012-07-23,28,18,0.0,13.5,1,1,28,21,25,25,23,19,52,89,6.6,1010,28,6,217,11
2012-07-24,23,15,0.0,12.5,1,1,35,18,20,21,20,23,50,87,4.9,1004,23,8,290,13
2012-07-25,23,12,0.0,14.5,1,1,43,16,18,19,18,16,23,83,0.0,1010,23,10,270,10
2012-07-26,22,16,0.0,9.4,1,1,50,17,19,19,19,10,77,88,0.4,1004,22,5,156,5
2012-07-27,25,14,0.0,14.5,1,1,57,16,20,20,20,9,12,82,0.0,1009,25,10,146,5
2012-07-28,25,13,0.0,14.5,1,1,65,16,19,20,19,16,6,79,0.0,1016,25,9,35,9
2012-07-29,19,15,0.0,14.5,1,1,72,17,18,18,18,14,3,93,0.1,1016,19,5,40,7
2012-07-30,28,16,0.0,14.5,1,1,79,19,22,24,22,12,10,82,0.0,1016,28,8,199,7
2012-07-31,28,18,0.0,14.5,1,1,83,20,24,24,23,19,12,84,1.0,1013,28,9,180,11
2012-08-01,25,17,0.0,14.5,1,1,94,19,21,22,21,15,38,89,3.3,1009,25,9,212,9
2012-08-02,28,17,0.0,14.5,1,1,100,20,25,25,23,16,12,85,0.0,1009,28,8,242,9
2012-08-03,27,17,0.0,12.4,1,1,100,20,22,24,22,15,41,88,0.2,1014,27,6,236,9
2012-08-04,32,17,0.0,14.5,1,1,85,21,27,27,25,14,11,81,0.0,1020,32,8,103,8
2012-08-05,30,22,0.0,13.4,1,1,77,23,28,28,25,32,29,87,4.9,1011,30,9,194,18
2012-08-06,22,14,0.0,14.5,1,1,70,16,18,19,18,19,13,87,0.0,1014,22,7,255,12
2012-08-07,23,14,0.0,12.4,1,1,63,14,19,20,19,14,61,77,2.2,1013,23,9,218,9
2012-08-08,27,17,0.0,14.5,1,1,55,18,22,22,22,8,35,79,4.1,1014,27,9,103,5
2012-08-09,24,16,0.0,10.2,1,1,48,18,20,20,20,19,80,91,5.5,1013,24,6,32,12
2012-08-10,22,18,0.0,9.1,1,1,41,19,20,21,20,14,86,97,6.4,1011,22,7,70,9
2012-08-11,20,16,0.0,11.3,1,1,34,18,19,19,19,14,66,97,1.3,1011,20,9,140,8
2012-08-12,25,17,0.0,14.5,1,1,26,19,21,21,21,12,46,90,3.2,1011,25,5,225,7
2012-08-13,24,16,0.0,12.3,1,1,19,18,20,21,20,15,63,91,0.8,1012,24,5,245,10
2012-08-14,25,16,0.0,14.5,1,1,12,19,21,22,21,10,46,88,4.8,1012,25,6,207,6
2012-08-15,24,16,0.0,13.4,1,1,5,19,20,21,20,10,47,89,1.2,1011,24,6,244,6
2012-08-16,26,15,0.0,14.0,1,1,0,18,21,21,21,8,10,84,0.2,1011,26,10,226,5
2012-08-17,24,16,0.0,12.2,1,1,0,18,20,21,20,21,30,90,1.0,1007,24,6,198,12
2012-08-18,20,12,0.0,14.0,1,1,2,13,15,16,15,18,34,86,0.0,1012,20,6,256,11
2012-08-19,23,11,0.0,13.3,1,1,10,14,17,17,17,11,23,83,0.0,1013,23,10,239,7
2012-08-20,23,12,0.0,13.5,1,1,17,14,17,18,17,13,9,82,0.1,1011,23,10,244,8
2012-08-21,21,11,0.0,13.3,1,1,24,14,17,17,17,13,40,83,0.2,1015,21,9,257,8
2012-08-22,23,12,0.0,13.5,1,1,32,15,18,19,18,18,15,85,0.1,1018,23,8,227,10
2012-08-23,25,14,0.0,13.4,1,1,39,17,19,20,19,22,21,87,1.5,1018,25,9,258,13
2012-08-24,25,12,0.0,13.3,1,1,46,16,20,20,20,12,25,81,0.0,1022,25,8,79,7
2012-08-25,28,15,0.0,13.4,1,1,53,17,22,24,22,12,15,75,0.0,1023,28,10,167,7
2012-08-26,28,18,0.0,13.3,1,1,61,19,24,24,23,14,5,83,0.0,1023,28,10,218,9
2012-08-27,26,17,0.0,13.3,1,1,68,18,21,22,21,20,32,85,1.1,1015,26,6,214,11
2012-08-28,22,13,0.0,12.0,1,1,75,15,18,19,18,22,56,83,4.1,1011,22,6,303,13
2012-08-29,21,9,0.0,13.2,1,1,82,12,15,16,15,24,6,77,0.0,1014,21,10,268,14
2012-08-30,24,12,0.0,13.2,1,1,90,15,18,19,18,30,13,83,0.0,1012,24,10,234,19
2012-08-31,24,19,0.0,10.7,1,1,94,19,21,22,21,28,53,87,1.5,1009,24,9,260,17
2012-09-01,22,13,0.0,13.2,1,1,100,14,18,19,18,14,17,79,0.0,1018,22,9,61,9
2012-09-02,23,11,0.0,13.1,1,1,84,13,18,18,18,9,18,74,0.0,1019,23,10,245,5
2012-09-03,24,11,0.0,13.1,1,1,77,14,19,19,19,14,20,73,0.0,1019,24,10,124,8
2012-09-04,19,17,0.0,8.2,1,1,69,16,18,18,18,17,90,87,5.4,1014,19,8,130,9
2012-09-05,18,17,0.0,13.0,1,1,62,17,18,18,18,13,31,93,0.8,1009,18,9,192,8
2012-09-06,27,16,0.0,13.0,1,1,54,18,22,22,22,13,17,82,2.1,1009,27,8,192,8
2012-09-07,25,15,0.0,13.0,1,1,46,15,19,20,19,14,19,75,0.0,1011,25,8,209,8
2012-09-08,25,14,0.0,9.4,1,1,39,17,19,20,19,31,73,91,20.2,1001,25,8,178,18
2012-09-09,17,9,0.0,10.6,1,1,31,10,12,13,12,17,61,83,0.2,1010,17,8,271,11
2012-09-10,17,8,0.0,11.9,1,1,24,7,11,12,11,18,50,76,0.0,1017,17,10,315,11
2012-09-11,19,7,0.0,12.8,1,1,16,9,13,14,13,17,19,77,0.0,1022,19,8,247,10
2012-09-12,25,11,0.0,12.8,1,1,9,14,17,19,17,20,5,82,0.0,1023,25,9,216,12
2012-09-13,26,13,0.0,12.8,1,1,1,16,19,20,19,17,4,80,0.0,1023,26,9,223,10
2012-09-14,26,15,0.0,12.7,1,1,0,17,20,21,20,18,36,85,5.1,1018,26,7,211,11
2012-09-15,17,7,0.0,12.7,1,1,0,9,12,13,12,23,39,77,0.3,1018,17,10,290,16
2012-09-16,16,4,0.0,12.7,1,1,0,5,10,11,10,16,5,68,0.0,1018,16,10,263,10
2012-09-17,23,7,0.0,12.7,1,1,6,12,16,16,16,16,27,78,0.0,1015,23,10,191,9
2012-09-18,18,13,0.0,8.9,1,1,14,15,16,16,16,33,62,92,12.0,1004,18,9,160,18
2012-09-19,13,4,0.0,10.2,1,1,21,6,8,10,8,23,40,79,0.0,1015,13,10,243,16
2012-09-20,18,5,0.0,11.6,1,1,29,6,11,12,11,19,7,69,0.0,1021,18,10,125,11
2012-09-21,21,9,0.0,11.6,1,1,36,12,14,15,14,17,52,81,3.2,1015,21,9,158,10
2012-09-22,20,13,0.0,7.4,1,1,44,14,15,15,15,25,70,90,3.3,1009,20,7,174,15
2012-09-23,14,7,0.0,8.8,1,1,51,7,9,11,9,24,37,81,0.0,1014,14,9,253,15
2012-09-24,15,4,0.0,10.2,1,1,59,5,9,10,9,17,23,74,0.1,1017,15,10,224,10
2012-09-25,19,8,0.0,10.2,1,1,66,9,12,13,12,26,55,76,1.1,1014,19,10,201,16
2012-09-26,20,10,0.0,6.0,1,1,74,11,13,14,13,24,77,81,1.6,1014,20,10,239,14
2012-09-27,15,5,0.0,11.6,1,1,82,5,10,11,10,10,7,71,0.0,1023,15,10,252,6
2012-09-28,17,5,0.0,10.2,1,1,89,7,10,11,10,15,28,77,0.0,1020,17,9,111,9
2012-09-29,12,6,0.0,5.9,1,1,97,8,8,9,8,17,83,91,0.0,1016,12,6,34,11
2012-09-30,11,9,0.0,5.9,1,1,100,10,9,10,9,16,100,97,14.0,1009,11,5,121,10
2012-10-01,16,10,0.0,5.9,1,1,100,11,11,12,11,21,73,91,1.3,1005,16,7,259,13
2012-10-02,20,10,0.0,11.6,1,1,85,12,14,15,14,12,31,86,0.0,1015,20,8,208,7
2012-10-03,17,11,0.0,7.3,1,1,78,13,14,14,14,13,63,90,0.7,1018,17,6,83,7
2012-10-04,19,14,0.0,5.9,1,1,70,15,16,16,16,11,81,93,0.4,1018,19,5,178,6
2012-10-05,21,12,0.0,8.7,1,1,63,14,16,16,16,22,67,90,0.7,1012,21,6,223,13
2012-10-06,14,7,0.0,7.1,1,1,56,9,9,11,9,22,71,89,7.5,1008,14,10,260,14
2012-10-07,11,4,0.0,8.7,1,1,49,3,6,7,6,14,43,77,0.1,1016,11,9,277,9
2012-10-08,11,2,0.0,8.7,1,1,41,0,6,7,6,11,16,64,0.0,1023,11,10,238,7
2012-10-09,15,3,0.0,8.7,1,1,34,5,7,9,7,17,17,81,0.0,1023,15,10,142,10
2012-10-10,12,6,0.0,4.2,1,1,27,8,7,9,7,26,71,91,2.9,1010,12,9,188,15
2012-10-11,10,3,0.0,7.2,1,1,20,3,3,6,3,28,55,80,1.3,1013,10,10,240,18
2012-10-12,7,0,0.0,8.7,1,1,12,0,1,4,1,25,36,76,0.0,1021,7,10,283,16
2012-10-13,9,-1,0.0,7.2,1,1,5,-1,2,4,2,15,55,66,0.4,1027,9,9,233,9
2012-10-14,9,3,0.0,4.1,1,1,0,5,3,6,3,19,100,97,11.4,1014,9,6,122,11
2012-10-15,17,10,0.0,5.6,1,1,0,11,12,13,12,32,69,91,2.4,1002,17,10,192,18
2012-10-16,8,3,0.0,7.2,1,1,2,3,3,6,3,28,49,80,0.0,1007,8,10,263,18
2012-10-17,12,2,0.0,8.7,1,1,9,3,6,7,6,13,23,79,0.0,1014,12,7,179,7
2012-10-18,17,6,0.0,8.7,1,1,17,6,10,11,10,21,37,70,0.0,1014,17,10,130,11
2012-10-19,13,9,0.0,4.1,1,1,24,10,10,11,10,20,85,95,18.4,1011,13,7,92,11
2012-10-20,17,8,0.0,8.7,1,1,31,11,12,12,12,20,52,90,1.6,1004,17,7,205,11
2012-10-21,12,7,0.0,3.9,1,1,38,7,7,9,7,28,82,88,0.2,1008,12,9,241,17
2012-10-22,12,6,0.0,8.7,1,1,46,6,6,8,6,27,23,85,0.0,1014,12,9,283,17
2012-10-23,11,5,0.0,8.7,1,1,53,5,7,8,7,10,21,80,0.0,1021,11,9,108,5
2012-10-24,10,2,0.0,8.7,1,1,60,2,5,6,5,14,35,74,0.0,1023,10,10,62,8
2012-10-25,14,4,0.0,8.7,1,1,67,3,8,9,8,18,29,66,0.0,1022,14,10,95,10
2012-10-26,19,8,0.0,8.7,1,1,75,11,13,13,13,13,26,89,0.0,1019,19,6,132,7
2012-10-27,17,11,0.0,7.1,1,1,82,12,13,13,13,11,69,91,0.0,1017,17,5,61,7
2012-10-28,15,10,0.0,7.1,1,1,89,10,11,12,11,21,55,88,0.1,1016,15,8,75,13
2012-10-29,14,9,0.0,7.1,1,1,97,9,9,11,9,40,56,88,2.0,1007,14,9,37,26
2012-10-30,19,12,0.0,8.7,1,1,100,13,14,15,14,36,52,87,4.0,999,19,9,83,21
2012-10-31,16,7,0.0,5.4,1,1,100,10,11,12,11,19,78,89,0.5,997,16,6,149,12
2012-11-01,10,6,0.0,3.8,1,1,77,5,6,7,6,14,85,87,1.6,997,10,9,174,9
2012-11-02,6,3,0.0,3.8,1,1,70,3,1,5,1,24,100,88,1.0,1001,6,8,242,16
2012-11-03,7,2,0.0,3.8,1,1,62,2,0,4,0,24,92,86,0.3,1008,7,10,275,15
2012-11-04,5,0,0.0,7.0,1,1,55,-1,0,3,0,18,58,74,0.1,1015,5,10,296,12
2012-11-05,3,-2,0.0,7.0,1,1,47,-7,-3,0,-3,17,37,58,0.0,1019,3,10,308,11
2012-11-06,3,-3,0.0,7.0,1,1,39,-9,-3,-1,-3,12,30,53,0.0,1023,3,10,250,8
2012-11-07,2,-3,0.0,7.0,1,1,32,-10,-5,-1,-5,26,24,51,0.0,1022,2,10,42,16
2012-11-08,5,-2,0.0,7.0,1,1,24,-7,-4,1,-4,24,22,58,0.0,1017,5,10,102,15
2012-11-09,6,-3,0.0,8.7,1,1,17,-4,-2,1,-2,19,37,71,0.0,1017,6,10,279,11
2012-11-10,5,-2,0.0,8.7,1,1,9,-3,0,2,0,14,21,72,0.0,1027,5,10,158,8
2012-11-11,9,1,0.0,8.7,1,1,2,1,3,5,3,15,52,77,0.0,1027,9,10,101,9
2012-11-12,17,6,0.0,8.7,1,1,0,8,10,12,10,33,21,79,0.0,1021,17,10,161,18
2012-11-13,13,0,0.0,8.7,1,1,0,2,2,5,2,27,44,82,4.4,1025,13,10,260,18
2012-11-14,4,-1,0.0,8.7,1,1,0,-3,2,3,2,8,2,65,0.0,1036,4,10,127,5
2012-11-15,3,-2,0.0,7.0,1,1,6,-6,-1,1,-1,9,38,62,0.0,1032,3,10,85,6
2012-11-16,4,-2,0.0,7.0,1,1,13,-6,-1,1,-1,11,50,64,0.0,1030,4,10,265,6
2012-11-17,2,-4,0.0,8.7,1,1,21,-6,-2,-1,-2,8,15,69,0.0,1038,2,10,86,5
2012-11-18,4,-4,0.0,5.3,1,1,28,-13,-2,0,-2,8,56,40,0.0,1039,4,10,96,4
2012-11-19,4,-3,0.0,8.7,1,1,36,-6,0,1,0,6,31,64,0.0,1032,4,10,109,4
2012-11-20,5,-2,0.0,5.2,1,1,43,-5,0,1,0,9,35,63,0.0,1024,5,10,62,5
2012-11-21,6,-2,0.0,8.7,1,1,51,-5,1,2,1,7,19,63,0.0,1023,6,10,147,4
2012-11-22,8,0,0.0,8.7,1,1,58,-2,1,3,1,20,23,69,0.0,1021,8,10,205,10
2012-11-23,11,2,0.0,6.9,1,1,66,2,3,6,3,31,38,76,0.3,1007,11,9,184,17
2012-11-24,5,-2,0.3,3.4,1,1,74,-2,-4,1,-4,32,76,77,0.3,1001,5,9,251,22
2012-11-25,-2,-4,0.0,8.7,1,1,81,-12,-10,-3,-10,32,27,50,0.0,1007,-2,10,268,22
2012-11-26,-1,-7,0.0,8.7,1,1,89,-11,-7,-4,-7,15,41,60,0.1,1017,-1,10,278,10
2012-11-27,-2,-9,0.0,8.7,1,1,96,-10,-7,-6,-7,7,16,75,0.0,1025,-2,10,138,4
2012-11-28,1,-8,0.3,5.2,1,1,100,-5,-7,-3,-7,17,83,87,0.3,1021,1,9,183,10
2012-11-29,0,-9,0.2,5.2,1,1,89,-7,-11,-5,-11,23,45,86,0.2,1022,0,9,266,14
2012-11-30,-9,-13,0.0,8.7,1,1,81,-14,-14,-11,-14,9,16,76,0.0,1035,-9,10,88,6
2012-12-01,-4,-13,0.0,5.1,1,1,78,-12,-14,-9,-14,17,59,80,0.3,1034,-4,10,73,11
2012-12-02,4,-3,0.0,3.4,1,1,71,1,-3,1,-3,27,91,96,5.4,1018,4,6,171,15
2012-12-03,4,0,0.0,8.7,1,1,64,1,0,2,0,17,56,95,0.0,1021,4,9,229,9
2012-12-04,9,0,0.0,5.1,1,1,56,4,2,5,2,29,69,94,4.4,1016,9,6,161,15
2012-12-05,8,-2,0.0,5.1,1,1,49,-1,-2,3,-2,33,59,75,1.5,1016,8,9,272,21
2012-12-06,-1,-3,0.0,8.7,1,1,42,-12,-5,-2,-5,11,19,47,0.0,1027,-1,10,213,8
2012-12-07,3,-2,0.0,5.1,1,1,35,-9,-3,0,-3,16,82,51,0.0,1018,3,10,176,9
2012-12-08,2,0,0.0,3.3,1,1,27,-1,-1,1,-1,13,86,88,0.3,1013,2,8,148,8
2012-12-09,0,-4,0.0,8.7,1,1,20,-4,-6,-2,-6,21,41,83,0.0,1024,0,10,201,13
2012-12-10,3,-4,3.4,3.3,1,1,13,0,-4,0,-4,29,96,97,10.7,1005,3,9,155,17
2012-12-11,-1,-7,0.0,8.7,1,1,5,-8,-9,-5,-9,15,17,77,0.0,1015,-1,10,276,10
2012-12-12,-2,-9,0.0,8.7,1,1,0,-7,-8,-5,-8,11,31,85,0.0,1026,-2,10,215,6
2012-12-13,0,-7,0.0,3.3,1,1,0,-4,-6,-3,-6,17,55,89,0.0,1028,0,9,209,9
2012-12-14,2,-4,0.1,3.3,1,1,2,-2,-5,0,-5,28,58,89,0.1,1020,2,9,215,15
2012-12-15,-6,-11,0.0,8.7,1,1,9,-12,-14,-9,-14,17,5,78,0.0,1029,-6,10,49,12
2012-12-16,-2,-11,1.2,5.1,1,1,16,-9,-13,-7,-13,27,77,83,1.5,1021,-2,8,69,18
2012-12-17,0,-2,8.1,3.3,1,1,23,-2,-6,-1,-6,26,94,96,11.2,1013,0,8,97,17
2012-12-18,1,-2,0.0,3.3,1,1,31,0,-4,0,-4,27,93,97,15.6,1003,1,6,50,16
2012-12-19,1,-1,0.6,3.3,1,1,38,0,-3,0,-3,14,100,96,0.7,1010,1,5,316,9
2012-12-20,-1,-4,0.0,5.1,1,1,45,-3,-6,-2,-6,18,84,94,0.0,1020,-1,7,179,10
2012-12-21,2,0,10.8,3.3,1,1,52,1,-4,1,-4,39,98,97,18.4,993,2,5,87,23
2012-12-22,1,-8,0.3,3.3,1,1,60,-5,-11,-4,-11,38,100,91,1.4,993,1,5,237,26
2012-12-23,-7,-11,0.1,3.3,1,1,67,-10,-15,-9,-15,24,73,89,0.1,1009,-7,9,265,16
2012-12-24,-8,-14,0.0,8.7,1,1,74,-13,-17,-11,-17,17,30,90,0.0,1017,-8,10,234,10
2012-12-25,-8,-12,0.0,3.3,1,1,82,-12,-15,-11,-15,12,77,91,0.0,1023,-8,9,155,7
2012-12-26,-10,-15,0.0,8.7,1,1,89,-13,-17,-12,-17,18,32,92,0.0,1027,-10,8,110,11
2012-12-27,-5,-11,0.4,3.3,1,1,96,-8,-15,-7,-15,41,100,94,11.1,1012,-5,5,28,27
2012-12-28,-5,-11,0.2,6.9,1,1,100,-9,-14,-8,-14,23,70,94,0.2,1016,-5,8,278,14
2012-12-29,-9,-14,2.0,3.3,1,1,89,-11,-15,-11,-15,15,88,96,2.3,1013,-9,3,132,9
2012-12-30,-10,-15,0.7,8.7,1,1,82,-13,-19,-12,-19,25,52,91,0.8,1013,-10,8,293,15
2012-12-31,-2,-16,0.6,3.3,1,1,78,-8,-12,-8,-12,18,93,95,0.7,1012,-2,6,234,11
2013-01-01,-4,-18,0.0,5.1,1,1,68,-15,-21,-13,-21,29,38,90,0.0,1012,-4,10,269,16
2013-01-02,-15,-25,0.2,8.7,1,1,60,-20,-25,-18,-25,19,38,89,0.2,1019,-15,7,307,10
2013-01-03,-15,-24,0.0,5.1,1,1,53,-21,-25,-20,-25,10,62,90,0.0,1021,-15,8,222,5
2013-01-04,-1,-12,0.5,3.3,1,1,46,-6,-12,-5,-12,35,82,93,0.6,1007,-1,7,232,21
2013-01-05,-1,-19,0.0,5.1,1,1,38,-11,-14,-10,-14,20,50,92,0.0,1020,-1,8,282,11
2013-01-06,-5,-11,1.4,3.3,1,1,31,-8,-12,-8,-12,15,100,96,1.7,1015,-5,4,68,10
